reviewId,content,events
64,This app sucks when you update it my phone force to go back to home screen and there's a problem that I hate the profile glitches when you go to messenger it doesn't update my profile when I change it,"[""This app sucks when you update it my phone force to go back to home screen and there 's a problem that I hate the profile glitches when you go to messenger it does n't update my profile when I change it"", 'when you update it my phone force to go back to home screen', ""there 's a problem that I hate the profile glitches"", 'when you go to messenger', ""when you go to messenger it does n't update my profile when I change it"", 'when I change it']"
65,All great until I got banned from market place for no reason at all and that was a pain as I am into tech and that is where I got most of my computers and at stuff for a great price.,"['until I got banned from market place for no reason at all', 'where I got most of my computers and at stuff for a great price']"
66,There are some bugs in the application nowadays as when I go to any group whether it's public or private I see a lot of other posts in it which are not a part of it.,"[""There are some bugs in the application nowadays as when I go to any group whether it 's public or private I see a lot of other posts in it which are not a part of it"", ""as when I go to any group whether it 's public or private"", 'I see a lot of other posts in it which are not a part of it']"
67,This apps...just auto log out from my account...then i cannot to log in back...because they say it was error,"['This apps just auto log out from my account then i can not to log in back because they say it was error', 'because they say it was error']"
68,Update problem 6 months already cannot update I don't no why I rest 2 times my phone already but until now I cannot update I try many times already but can't,"[""Update problem 6 months already can not update I do n't"", 'until now I can not update I try many times already but']"
69,tired of getting flagged for sharing too many memories and then flagging me from stuff that I shared so long ago and just being extra sensitive for no apparent reason honestly it's social media it's suppose to be fun and funny,['then flagging me from stuff that I shared so long ago and just being extra sensitive for no apparent reason']
70,"I have been trying for over a week to access a Facebook memories from a different date, but when memories is selected, it obviously only shows memories from today's date and when I try to access the settings icon to change it, the memories settings will not load at at all.","[""I have been trying for over a week to access a Facebook memories from a different date but when memories is selected it obviously only shows memories from today 's date and when I try to access the settings icon to change it the memories settings will not load at at all"", 'when memories is selected', ""when memories is selected it obviously only shows memories from today 's date and when I try to access the settings icon to change it the memories settings will not load at at all"", 'when I try to access the settings icon to change it', 'to change it', 'when I try to access the settings icon to change it the memories settings will not load at at all']"
71,hi Facebook i need your help about my old account because my account was didn't open even i know the password and email i try to forgot the password like i always did but after all it was useless and the code didn't come.i hope you well respond immediately thank you,"[""hi Facebook i need your help about my old account because my account was did n't open even i know the password and email i try to forgot the password like i always did but after all it was useless and the code did n't come.i hope you well respond immediately thank you"", 'like i always did', ""the code did n't come.i hope you well respond""]"
72,"it is great for staying in touch, but it is also deeply flawed, community standards can be draconian while allowing scams and missinformation unobstructed.",['while allowing scams and missinformation unobstructed']
73,Stupid app won't let me sign back in keeps going to a black screen and then kicks me out.,"[""Stupid app wo n't let me sign back in keeps going to a black screen and then kicks me out"", 'then kicks me out']"
74,I'm having a error that logged me out and I can't log back in says session expired please log back in and when I go to log back in it tell me the same thing,"[""I 'm having a error that logged me out and I ca n't log back in says session expired please log back in and when I go to log back in it tell me the same thing"", ""I ca n't log back in says"", 'session expired please log back in and when I go to log back in it tell me the same thing', 'when I go to log back in it', 'to log back in it', 'when I go to log back in it tell me the same thing']"
75,"I can't set up two factor...the page is not loading...I am getting two factor code but after putting it in, the next step keeps buffering and my setup is undone everytime...I've tried a lot but failed...Please solve this problem as soon as possible","[""I ca n't set up two factor the page is not loading I am getting two factor code but after putting it in the next step keeps buffering and my setup is undone everytime I've tried a lot but failed Please solve this problem as soon as possible"", ""after putting it in the next step keeps buffering and my setup is undone everytime I've tried a lot but failed Please solve this problem as soon as possible"", ""I've tried a lot but failed"", 'failed', 'Please solve this problem as soon as possible']"
76,My instagram this morning has just completely stopped working nothing loads nor sends and when I went online to look for help nothing worked I have deleted and reinstalled the app cleared the cache and data and tried to re-log in however now it just comes up with a different error message stating problems on their end and to try again which does not change no matter how many times I try to log back in.,"['My instagram this morning has just completely stopped working nothing loads nor sends and when I went online to look for help nothing worked I have deleted and reinstalled the app cleared the cache and data and tried to re log in however now it just comes up with a different error message stating problems on their end and to try again which does not change no matter how many times I try to log back in', 'sends', 'when I went online to look for help nothing worked', 'to look for help nothing worked', 'when I went online to look for help nothing worked I have deleted and reinstalled the app cleared the cache and data and tried to re log in however now it just comes up with a different error message stating problems on their end and to try again which does not change no matter how many times I try to log back in', 'reinstalled the app', 'cleared the cache and data and tried to re log in however now it just comes up with a different error message stating problems on their end and to try again which does not change no matter how many times I try to log back in', 'tried to re log in however now it just comes up with a different error message stating problems on their end and to try again which does not change no matter how many times I try to log back in', '', 'to try again which does not change no matter how many times I try to log back in']"
77,"After installing new update now I am not able to seek the video and if I tried to seek then video stops playing and freeze and the second thing if someone reply on my comment and if I navigate through the notification then the status bar becomes black and it looks very bad, and there are tons of issues in this app which is impossible to list here, please fix the issues.","['if I tried to seek then video stops playing and freeze and the second thing if someone reply on my comment and', 'freeze', 'if someone reply on my comment and', 'if I navigate through the notification', 'if I tried to seek then video stops playing and freeze and the second thing if someone reply on my comment and if I navigate through the notification then the status bar becomes black and it looks very bad and there are tons of issues in this app which is impossible to list here', 'it looks very bad and there are tons of issues in this app which is impossible to list here', 'there are tons of issues in this app which is impossible to list here', 'After installing new update now I am not able to seek the video and if I tried to seek then video stops playing and freeze and the second thing if someone reply on my comment and if I navigate through the notification then the status bar becomes black and it looks very bad and there are tons of issues in this app which is impossible to list here please fix the issues']"
78,Lots of glitches since the last update the most annoying is the slide bar to rewind or fast forward freezes and you have to exit the video and then restart it or you have to watch the entire video again to get back to where you wanted to replay.,"['fast forward', 'you have to exit the video and then restart it or you have to watch the entire video again to get back to you wanted where to replay', 'then restart it', 'you have to watch the entire video again to get back to you wanted where to replay', 'to get back to you wanted where to replay']"
79,"There is an irritating malfunction, whenever I move the video or reel forward the video stops, and the line that shows where you reached in the reel stops showing, and I can't move the video anymore, it needs to be fixed ASAP.","[""There is an irritating malfunction whenever I move the video or reel forward the video stops and the line that shows where you reached in the reel stops showing and I ca n't move the video anymore it needs to be fixed ASAP"", 'whenever I move the video or reel forward the video stops and the line that shows where you reached in the reel stops showing', 'reel forward the video stops and the line that shows where you reached in the reel stops showing', ""I ca n't move the video anymore"", 'it needs to be fixed ASAP']"
80,"Always get bugs every onces a week , sometimes when someone do live and I tap to join the app crash(also happens with the new add notes option), sometime the feed doesn't load (currently happing while I'm writing this) sometime you can't delete your cmt nor scroll cmt it gets stucked","['Always get bugs every onces a week sometimes when someone do live and I tap to join the app', 'sometimes when someone do live and I tap to join the app', 'I tap to join the app', ""Always get bugs every onces a week sometimes when someone do live and I tap to join the app crash(also happens with the new add notes option sometime the feed does n't load currently happing while I 'm writing this sometime you ca n't delete your cmt nor scroll cmt it gets stucked"", ""currently happing while I 'm writing this"", ""while I 'm writing this"", 'scroll cmt it gets stucked']"
81,"Worst experience 😔,my reels are not sending 😑even messages and my reactions to the reels are also not sending it's showing something is wrong try again later all the time 🤬 and other one is when iam logging to my account in other devices it's showing this user id is not available but in my phone it's clearly showing my I'd 😭 do something about it 😕","[""are also not sending it 's showing something is wrong try again"", 'when iam logging to my account in other devices', ""in my phone it 's clearly showing my I 'd 😭 do something about it""]"
82,"There are alot of bugs since I updated to the new version, and my ig feed can't be refreshed, and I can't log in to it, i can't see my text, Even if i try to log in from chrome it says an condition occurred, I am trying from many times, but I am not able to login, Instagram please fix this errors, I am going to depression please do something to it, as soon as possible, this is a request!","['since I updated to the new version', ""my ig feed ca n't be refreshed and I ca n't log in to it"", ""I ca n't log in to it"", 'Even if i try to log in from chrome', ""There are alot of bugs since I updated to the new version and my ig feed ca n't be refreshed and I ca n't log in to it i ca n't see my text Even if i try to log in from chrome it says an condition occurred"", ""There are alot of bugs since I updated to the new version and my ig feed ca n't be refreshed and I ca n't log in to it i ca n't see my text Even if i try to log in from chrome it says an condition occurred I am trying from many times but I am not able to login Instagram please fix this errors I am going to depression please do something to it as soon as possible this is a request"", 'I am not able to login Instagram please fix this errors I am going to depression please do something to it as soon as possible this is a request', 'please do something to it']"
83,"Hope you guys also fix this, I don't even apply a highlights to show on the top of my profile, but when I tried to use the Instagram of my friend they see that there's a block highlights that can't be seen, although it's okay because it's just black and it just say highlights but I just don't like it, i want my Instagram to look clean and there is this circle button that is just highlights without me putting highlights, hope you will fix this","['Hope you guys also fix this', ""Hope you guys also fix this I do n't even apply a highlights to show on the top of my profile but when I tried to use the Instagram of my friend they see that there 's a block highlights that ca n't be seen although it 's okay because it 's just black and it just say highlights"", 'to show on the top of my profile', 'when I tried to use the Instagram of my friend', ""when I tried to use the Instagram of my friend they see that there 's a block highlights that ca n't be seen although it 's okay because it 's just black and it just say highlights"", 'it just say highlights', 'there is this circle button that is just highlights without me putting highlights', ""but I just do n't like it i want my Instagram to look clean and there is this circle button that is just highlights without me putting highlights hope you will fix this""]"
84,"Too many glitches lately, it freezes if you try forward or go back on a video, and it starts automatically refreshing feed when you're reading/watching someone's post, which is annoying.","[""Too many glitches lately it freezes if you try forward or go back on a video and it starts automatically refreshing feed when you 're reading watching someone 's post which is annoying"", 'if you try forward or go back on a video', 'go back on a video', ""it starts automatically refreshing feed when you 're reading watching someone 's post which is annoying"", ""when you 're reading"", ""watching someone 's post which is annoying""]"
85,This is so disgusting that audio becomes unavailable after we post somrthing using that audio😤😤😤 Instagram should atleast give us an option to change the song after it becomes unavailable...we could atleast edit the audio of the particular post...,"['after we post somrthing using that audio 😤 😤 😤', 'after it becomes unavailable', 'Instagram should atleast give us an option to change the song after it becomes unavailable we could atleast edit the audio of the particular post']"
86,"account got hacked, have the double authenticator thing turned on, but the codes don't work, backup codes don't work, sending the video of your face for authentication, still need to use the codes that don't work, you can ask other profiles you have as friends on insta for help, but it doesn't work or you can get a text/email with codes, you fill in the code, then you have to fill in another code, which doesn't work, probably because the authenticator isn't connected to my insta properly.,","[""account got hacked have the double authenticator thing turned on but the codes do n't work backup codes do n't work sending the video of your face for authentication still need to use the codes that do n't work"", ""the codes do n't work backup codes do n't work sending the video of your face for authentication"", 'sending the video of your face for authentication', ""it does n't work or you can get a text email with codes"", 'you can get a text email with codes', ""account got hacked have the double authenticator thing turned on but the codes do n't work backup codes do n't work sending the video of your face for authentication still need to use the codes that do n't work you can ask other profiles you have as friends on insta for help but it does n't work or you can get a text email with codes you fill in the code then you have to fill in another code which does n't work probably because the authenticator is n't connected to my insta properly"", ""probably because the authenticator is n't connected to my insta properly""]"
87,"Instagram was the best app but now its just a trash, i was automatically logged out and now i can't even login again through my Instagram app, i can login through chrome but my app is just not letting me login even though my internet connection is good and i already did all the experiments like cleared cache and uninstalled and reinstalled it so many times but still can't login through app, Please launch an update as soon as possible to fix these type of problems","[""now i ca n't even login again through my Instagram app"", ""Instagram was the best app but now its just a trash i was automatically logged out and now i ca n't even login again through my Instagram app i can login through chrome but my app is just not letting me login even though my internet connection is good and i already did all the experiments like cleared cache and uninstalled and reinstalled it so many times but still ca n't login through app Please launch an update as soon as possible to fix these type of problems"", 'my app is just not letting me login even though my internet connection is good', ""i already did all the experiments like cleared cache and uninstalled and reinstalled it so many times but still ca n't login through app Please launch an update as soon as possible to fix these type of problems"", 'reinstalled it so many times', ""still ca n't login through app"", 'to fix these type of problems']"
88,"Poor usability, the app is based on images and videos while you can't maximize image without keep holding your fingers , and for videos you can't control seek, playback speed, nothing at all","[""Poor usability the app is based on images and videos while you ca n't maximize image without keep holding your fingers and for videos you ca n't control seek playback speed nothing at all"", ""while you ca n't maximize image without keep holding your fingers""]"
89,Instagram works fine most of the time for me but right now I can't reload the page and my messages aren't sending I tried to close the app and re-open it i tried to restart my phone and that didn't work also the line for going back or forward in the video doesn't work it disappears when I try to use it and I have to close out the video and open it again it's very annoying please fix it 🙏🏼,"[""Instagram works fine most of the time for me but right now I ca n't reload the page and my messages are n't sending I tried to close the app and re open it"", ""right now I ca n't reload the page and my messages are n't sending I tried to close the app and re open it"", ""my messages are n't sending I tried to close the app and re"", 're', '', ""i tried to restart my phone and that did n't work also the line for going back or forward in the video does n't work it disappears when I try to use it"", ""that did n't work also"", ""the line for going back or forward in the video does n't work it disappears when I try to use it"", 'when I try to use it', ""and I have to close out the video and open it again it 's very annoying please fix it 🙏 🏼"", 'open it again']"
90,"It is a good platform but when you have seen a no of reels and want to refresh the page and when tap to reel icon it doesn't comes up (first reel) and most irritating thing is that we have to do scroll one by one reel to comes up and then page is going to refresh, and that is the most ridiculous update.....","[""when you have seen a no of reels and want to refresh the page and when tap to reel icon it does n't comes up first reel and most irritating thing is that we have to do scroll one by one reel to comes up and then page is going to refresh and that is the most ridiculous update"", ""want to refresh the page and when tap to reel icon it does n't comes up first reel and most irritating thing is that we have to do scroll one by one reel to comes up and then page is going to refresh and that is the most ridiculous update"", 'when tap to reel icon', 'to reel icon', ""when tap to reel icon it does n't comes up first reel and most irritating thing is that we have to do scroll one by one reel to comes up and then page is going to refresh and that is the most ridiculous update"", 'to comes up', 'then page is going to refresh']"
91,"I have been trying to register for the past two days now via the app and I have not been given access despite inputing my details it only redirect to a ""security checkup"" and after the verification, it displays a message that says: ""Your noCaptcha response code is missing or invalid."" I can't register up till this moment.","['I have been trying to register for the past two days now via the app and I have not been given access despite inputing my details it only redirect to a security checkup and after the verification it displays a message that says Your noCaptcha response code is missing or invalid', 'I have not been given access despite inputing my details it only redirect to a security checkup and', 'after the verification it displays a message that says Your noCaptcha response code is missing or invalid', ""I ca n't register up till this moment""]"
92,"I am unable to enter my LinkedIn it is locked and it asks security check for verification and after clearing the security it asks to verify identity with either citizenship, licence or passport but i tried to provide citizenship then it always never verifies similarly not worked with passport as well ...how can i get it back i am tired LinkedIn contact also asks to log in first but i am unable.","['it is locked', 'it asks security check for verification and after clearing the security it asks to verify identity with either citizenship licence or passport', 'but i tried to provide citizenship', 'then it always never verifies similarly not worked with passport as well', 'tired LinkedIn contact also asks to log in first but i am unable']"
93,User interface it to hard to understand worst app it should improve ui and interface simple and also logo of app it not to good worst app I am also face issue when edit profile and writing about on bio sometimes it's take long time and not set it should fix and also improve settings simple so understand settings on this app too bad experience.,"[""User interface it to hard to understand worst app it should improve ui and interface simple and also logo of app it not to good worst app I am also face issue when edit profile and writing about on bio sometimes it 's take long time and not set it should fix and also improve settings simple so understand settings on this app too bad experience"", 'to understand worst app it should improve ui and interface simple and also logo of app it not to good worst app', 'interface simple and also logo of app it not to good worst app', 'when edit profile and writing about on bio', 'writing about on bio', 'not set it should fix and also improve settings simple', 'also improve settings simple', 'understand settings on this app too bad experience']"
94,"Worst app ever, I got irritated while verifying email and changing password, I is not sending OTP for verification, and while verifying my work email, it is not able to verify, and also when I switch tab it starts from starting again and again.","['Worst app ever I got irritated while verifying email and changing password I is not sending OTP for verification and while verifying my work email it is not able to verify and also when I switch tab it starts from starting again and again', 'while verifying my work email', 'when I switch tab', 'also when I switch tab it starts from starting again and again']"
95,"Garbage job suggestions even after using premium for 5-6 months and that's with AI, I don't know how the hell they have implemented it.","[""Garbage job suggestions even after using premium for 5 6 months and that 's with AI I do n't know how the hell they have implemented it""]"
96,In the job description when we click on more to view entire description text is visible in black and should be visible in white.,['when we click on more to view entire description text']
97,"Worst app, I created new profile I sent the invitations(to the max) My profile not even visible to others (even the visibility is enablee to public) And my invitations didn't received by others, when I asked them.","[""And my invitations did n't received by others when I asked them"", 'when I asked them']"
98,"I've never seen an app like this that will send you a lot of spam emails , even after you unsubscribe from it it will still give you emails .","[""I 've never seen an app like this that will send you a lot of spam emails even after you unsubscribe from it it will still give you emails"", 'even after you unsubscribe from it', 'even after you unsubscribe from it it will still give you emails']"
99,"I just joined LinkedIn and now after connecting with few people I cannot access the account, it has error connecting","['now after connecting with few people I can not access the account', 'I just joined LinkedIn and now after connecting with few people I can not access the account it has error connecting']"
100,"Very disappointed with the app.😡 This is the second time when I was using the app and dealing with a client through the app and suddenly while typing, the app restricted and logged out my account and while entering the mail and password they appear to be incorrect.","['dealing with a client through the app', 'suddenly while typing', 'This is the second time when I was using the app and dealing with a client through the app and suddenly while typing the app restricted and logged out my account and while entering the mail and password they appear to be incorrect', 'logged out my account and', 'while entering the mail and password', 'while entering the mail and password they appear to be incorrect']"
101,"Very disappointed, like i don't want to use this app again and not create any account any more, it's impossible to set up the account, it's asking to verify my number, I'm sure of the number that i put but it's not working, then you will no longer have access yo your account cause it's telling you that you reached the maximum number of attempts, it's very disappointing","[""like i do n't want to use this app again and not create any account any more"", 'not create any account any more']"
102,"I receive a notification about a job posting that looks interesting, and when I click on it I receive a list of jobs with the one referenced no where in the list.","['I receive a notification about a job posting that looks interesting and when I click on it I receive a list of jobs with the one referenced no where in the list', 'when I click on it', 'when I click on it I receive a list of jobs with the one referenced no where in the list', 'referenced no']"
103,"Tricked me into getting premium for free, then charged me before the billing cycle date, so when i canceled, it was already too late","['Tricked me into getting premium for free then charged me before the billing cycle date so when i canceled it was already too late', 'then charged me before the billing cycle date', 'when i canceled']"
104,I cancelled my premium subscription 3 days prior to end of trial period but then too the subscription amount for deducted from my bank,['I cancelled my premium subscription 3 days prior to end of trial period but then too the subscription amount for deducted from my bank']
105,Dear team i am experiencing issu on your app samsung A34 while viewing post post did not render .please solve these issue as soon as possible,"['Dear team i am experiencing issu on your app samsung A34 while viewing post post did not render .please solve these issue as soon as possible', 'while viewing post post did not render .please solve these issue as soon as possible']"
106,"I had a new pad and it made me install the app and then had to get 3 times a verification code3 times and twice to install app, way too much, terrible app","['I had a new pad and it made me install the app and then had to get 3 times a verification code3 times and twice to install app way too much terrible app', 'it made me install the app and then had to get 3 times a verification code3 times and twice to install app', 'then had to get 3 times a verification code3 times and twice to install app', 'to install app']"
107,Very useless when applying as when you click the job posted link it will direct you to another site that will ask you to sign up!,"['when applying as when you click the job posted link', 'when you click the job posted link']"
108,"Cant apply job using easy apply button, when I click on it , it is showing error occured while loading the page.","['Ca nt apply job using easy apply button when I click on it it is showing error occured while loading the page', 'when I click on it', 'when I click on it it is showing error occured while loading the page', 'while loading the page']"
109,please stop spamming me with notifications about my missed notifications when I don't have any notifications :),"[""please stop spamming me with notifications about my missed notifications when I do n't have any notifications"", ""when I do n't have any notifications""]"
110,App crashes whenever I open the app and connect it to Google account,"['App crashes whenever I open the app and connect it to Google account', 'whenever I open the app and connect it to Google account', 'connect it to Google account']"
111,Can't sign in just a loop asking me to sign in when I try logging in - broken app,"[""Ca n't sign in just a loop asking me to sign in when I try logging in broken app"", 'when I try logging in broken app']"
112,"Always the problem of verify your identity, and when u try to verify it doesn't catche the documents images and it never verifies.","['when u try to verify', ""Always the problem of verify your identity and when u try to verify it does n't catche the documents images and it never verifies"", 'it never verifies']"
113,"It never loads as it should..always "" no connection"" I have just downloaded it after awhile ..my phone is updated, the app is updated...and I still can't use it..then it lags and stops working, kicking me out ..tired of it..this is why I often delete the app all together!","['It never loads as it should always no connection I have just downloaded it after awhile', 'my phone is updated the app is updated', ""and I still ca n't use it"", 'then it lags and stops working kicking me out tired of it', 'stops working', 'kicking me out']"
114,"despite updating the app, the NFC chip scanning is not working...when you press continue the app suddenly stops or directs you to phone settings, it doesn't open the camera :/","[""despite updating the app the NFC chip scanning is not working when you press continue the app suddenly stops or directs you to phone settings it does n't open the camera"", 'when you press continue the app suddenly stops or directs you to phone settings', 'directs you to phone settings', ""when you press continue the app suddenly stops or directs you to phone settings it does n't open the camera""]"
115,It is a really good app but the problem I am facing is that everytime I try to add mu email id to my account it wont take and now I can't login to my existing account also using my registered phone number.,"[""now I ca n't login to my existing account also using my registered phone number"", 'also using my registered phone number']"
116,Glitchy app sends email notifications about jobs I am not always qualified for and when I click the job I am told to have the app installed whih is already installed then when I search I can't find the job they emailed about.,"[""Glitchy app sends email notifications about jobs I am not always qualified for and when I click the job I am told to have the app installed whih is already installed then when I search I ca n't find the job they emailed about"", 'when I click the job I am told to have', 'when I click the job I am told to have the app installed whih is already installed then', 'when I search', ""when I search I ca n't find the job they emailed about""]"
117,LinkedIn wouldn't send confirmation code to the number when log into your account and they always restrict an account.,"[""LinkedIn would n't send confirmation code to the number when log into your account and they always restrict an account"", 'when log into your account', 'they always restrict an account']"
118,"malfunctions all the time, specially when trying to add skills",['specially when trying to add skills']
119,Nothing not working that much LinkedIn as been frustrated that everytime they blocked it any time why,"['Nothing not working that much LinkedIn as been frustrated that everytime', 'as been frustrated', 'Nothing not working that much LinkedIn as been frustrated that everytime they blocked it any time why']"
120,"The app is good, but the only problem is when you text somebody and having a conversation if you and the other party are typing at the same time ,it gets stuck or hang, texting on LinkedIn is only good for a person who can really have patience ,because it's damn slow very slow and gets hang all the time, you have to exit the app and open again to check if you have got a reply back or not, please fix it LinkedIn. Thank you.","['when you text somebody and having a conversation if you and the other party are typing at the same time', 'having a conversation', 'if you and the other party are typing at the same time', 'hang', 'gets hang all the time', ""the only problem is when you text somebody and having a conversation if you and the other party are typing at the same time it gets stuck or hang texting on LinkedIn is only good for a person who can really have patience because it 's damn slow very slow and gets hang all the time you have to exit the app and open again to check if you have got a reply back or not please fix it LinkedIn"", 'open again to check', 'to check', 'if you have got a reply back or not', 'please fix it LinkedIn', 'Thank you']"
121,"Bro this is crazy bro, my account not recover , morethen 100 time I try but not work it, well I am just leave is app",['not work it']
122,It is difficult to get good information and understand should not ask for money before you get a job for sure,"['understand', 'should not ask for money before you get a job for sure', 'before you get a job for sure']"
123,"so absurd that when you search new contacts to connect with, you can't exclude the people you already sent a request, so make the search annoying and inefficient.","['when you search new contacts to connect with', 'to connect with', 'so make the search annoying and inefficient']"
124,App keeps on crashing when i open My Network section,"['App keeps on crashing when i open My Network section', 'when i open My Network section']"
125,I am unable to login in It asks me to login in and then it brings me back to the same page asking me to login again It's link a loop LinkedIn please reply and help me out,"['asks me to login in', ""then it brings me back to the same page asking me to login again It 's link a loop LinkedIn please reply and help me out"", 'a loop LinkedIn please reply and help me out', 'help me out']"
126,App is getting crashed since last night I have updated but still it's crashing whenever I open it,"[""App is getting crashed since last night I have updated but still it 's crashing whenever I open it"", 'I have updated', ""still it 's crashing whenever I open it"", 'whenever I open it']"
127,"I signed up on LinkedIn using my mobile number and after that I tried to add Email address and it always shows unable to add , error.","['I signed up on LinkedIn using my mobile number and after that I tried to add Email address and it always shows unable to add error', 'using my mobile number and', 'after that I tried to add Email address and it always shows unable to add error', 'it always shows unable to add error']"
128,No doubt this app is going to be the future of work options in few years but scrolling on this app is just very poor not so responsive at all it's glitchy and the when you have to send messages for opportunities to max people if just you could do that in once if not then 5 persons together at least and there are so many other bugs when you have to read only unseen messages it shows all messages on my one plus 6 and many other issue it's not satisfying it just doesn't feel right please fix 👍🏻,"[""No doubt this app is going to be the future of work options in few years but scrolling on this app is just very poor not so responsive at all it 's glitchy and the when you have to send messages for opportunities to max people if just you could do that in once if not then 5 persons together at least and there are so many other bugs when you have to read only unseen messages it shows all messages on my one plus 6 and many other issue it 's not satisfying it just does n't feel right please fix 👍 🏻"", 'when you have to send messages for opportunities to max people', 'if just you could do that in', ""there are so many other bugs when you have to read only unseen messages it shows all messages on my one plus 6 and many other issue it 's not satisfying it just does n't feel right please fix 👍 🏻"", 'when you have to read only unseen messages', ""when you have to read only unseen messages it shows all messages on my one plus 6 and many other issue it 's not satisfying it just does n't feel right please fix 👍 🏻"", 'right please fix 👍', '🏻']"
129,"Many times when I open the app from browser or any link, data not loaded, just see white screen with back arrow on top, usually for Messages, connection request, or any post etc Maybe this is due to slow internet connection but I noticed its always properly loaded on browser but not in app.","['when I open the app from browser or any link', 'Many times when I open the app from browser or any link data not loaded', 'Many times when I open the app from browser or any link data not loaded just see white screen with back arrow on top usually for Messages connection request or any post etc', 'I noticed its always properly loaded on browser but not in app']"
130,"The tablet UI is really bad, it's basically a narrowed down version of the mobile interface with a lot of wasted space, and when getting into settings it returns to the WE VERSION off the service and the dark mode option doesn't work, please consider putting more work into the tablet version","['when getting into settings', ""when getting into settings it returns to the WE VERSION off the service and the dark mode option does n't work"", ""the dark mode option does n't work"", ""The tablet UI is really bad it 's basically a narrowed down version of the mobile interface with a lot of wasted space and when getting into settings it returns to the WE VERSION off the service and the dark mode option does n't work please consider putting more work into the tablet version""]"
131,"All my filters and the beauty filter had completely disappeared from my device after updating the app people I know still have it but left for me,i had messaged to fix the issue multiple times but nothing was said nor fixed and its pretty annoying hoping it fixes soon but other than that I rate the app 1 for that reason.","['I know still have it but left for me', 'left for me', 'All my filters and the beauty filter had completely disappeared from my device after updating the app people I know still have it but left for me i had messaged to fix the issue multiple times but nothing was said nor fixed and its pretty annoying hoping it fixes soon but other than that I rate the app 1 for that reason', 'nothing was said nor fixed and its pretty annoying hoping it fixes soon but other than that I rate the app 1 for that reason', 'fixed and its pretty annoying', 'hoping it fixes soon but other than that I rate the app 1 for that reason']"
132,Im trying to open the TikTok app and it just goes to a black screen then closes and goes back to my home screen and I have never had this problem and this started to happen a day ago and I don't know how to fix it because I have tried everything from restarting my phone to deleting and redownloading the app and nothing works please fix it.,"[""I m trying to open the TikTok app and it just goes to a black screen then closes and goes back to my home screen and I have never had this problem and this started to happen a day ago and I do n't know how to fix it because I have tried everything from restarting my phone to deleting and redownloading the app and nothing works please fix it"", 'it just goes to a black screen then closes and goes back to my home screen', 'then closes', 'goes back to my home screen', 'I have never had this problem and this started to happen a day ago', 'this started to happen a day ago', ""and I do n't know how to fix it because I have tried everything from restarting my phone to deleting and redownloading the app and nothing works please fix it"", 'because I have tried everything from restarting my phone to deleting and redownloading the app and nothing works please fix it', 'redownloading the app', 'nothing works please fix it']"
133,"Only with this device on the video editor usually on top of the screen there's the option to change and see recommend music for the video, but it won't let me do that, its not there, there's also a massive issue with the text on slideshow, when you go to preview the text is bad and in a different place than where I put it, and it even vanishes completely, its wose than i thought i cant post cus it wont let me use the text cus its too far up the screen same as choosing audio same w cropping pics","[""Only with this device on the video editor usually on top of the screen there 's the option to change and see recommend music for the video but it wo n't let me do that its not there there 's also a massive issue with the text on slideshow when you go to preview the text is bad and in a different place than where I put it and it even vanishes completely its wose than i thought i ca nt post cus it wo nt let me use the text cus its too far up the screen same as choosing audio same w cropping pics"", 'see recommend music for the video', ""it wo n't let me do that its not there there 's also a massive issue with the text on slideshow when you go to preview the text is bad and in a different place than where I put it and it even vanishes completely its wose than i thought i ca nt post cus it wo nt let me use the text cus its too far up the screen same as choosing audio same w cropping pics"", 'when you go to preview the text is bad and in a different place than where I put it', 'to preview the text', 'it even vanishes completely its wose than i thought i ca nt post cus it wo nt let me use the text cus its too far up the screen same as choosing audio same w cropping pics', 'than i thought i ca nt post cus', 'its wose than i thought i ca nt post cus it wo nt let me use the text cus its too far up the screen same as choosing audio same w cropping pics']"
134,So the issue iv been having is that i use Samsung and whenever I try taking videos with my phone the tiktok camera always automatically brightens the video it makes everything lighter than it is and I have no way of fixing that my camera is decent but I put my face in let's say half the screen the video is decent the colours and my skin is fine when I put my whole face in frame my face is brighter and everything looks horrid you need to optimise your camera app not to do that,"['whenever I try taking videos with my phone', 'whenever I try taking videos with my phone the tiktok camera always automatically brightens the video it makes everything lighter than it is', 'and I have no way of fixing that my camera is decent', ""but I put my face in let 's say half the screen the video is decent the colours and my skin is fine when I put my whole face in frame my face is brighter and everything looks horrid you need to optimise your camera app not to do that"", 'when I put my whole face in frame', 'everything looks horrid you need to optimise your camera app not to do that']"
135,I don't have the repost option and when I go to settings then privacy there is no repost option and when I delete the app and reinstall it the repost button appears for maybe 30 min then it disappears so if u can help me fix this it would be a perfect app bcs every thing is already perfect 🥰,"['when I go to settings then privacy', 'when I go to settings then privacy there is no repost option and when I delete the app and reinstall it the repost button appears for maybe 30 min', 'when I delete the app and reinstall it', 'reinstall it', 'when I delete the app and reinstall it the repost button appears for maybe 30 min', 'then it disappears so', 'if u can help me fix this']"
